Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1,0.3913043478260789,0.5432098765432158,0.4192439862542958,0.5477941176470589,0.6482213438735177,0,1
1,0.3913043478260789,0.5555555555555571,0.26254295532646066,0.8106617647058825,0.6561264822134387,0,1
2,0.4021739130434767,0.5679012345679055,0.6419243986254295,0.39889705882352944,0.6640316205533596,0,1
1,0.4021739130434767,0.5679012345679055,0.48384879725085916,0.5919117647058825,0.6758893280632411,0,1
1,0.4021739130434767,0.5679012345679055,0.4659793814432991,0.43933823529411775,0.683794466403162,0,1
1,0.4021739130434767,0.5679012345679055,0.3573883161512028,0.6158088235294118,0.691699604743083,0,1
2,0.4021739130434767,0.5679012345679055,0.5690721649484538,0.37683823529411753,0.6996047430830039,0,1
1,0.4021739130434767,0.5679012345679055,1.0,0.21323529411764694,0.7114624505928854,0,1
2,0.4021739130434767,0.5679012345679055,0.511340206185567,0.4650735294117647,0.7193675889328063,0,1
1,0.3913043478260789,0.5555555555555571,0.26666666666666683,0.7389705882352943,0.7312252964426877,0,1
0,0.3913043478260789,0.5432098765432158,0.3903780068728524,0.6819852941176472,0.7391304347826086,0,1
1,0.3913043478260789,0.5432098765432158,0.26529209621993144,0.7150735294117648,0.758893280632411,0,1
2,0.38043478260869534,0.5432098765432158,0.10309278350515472,1.0,0.7667984189723319,1,3
0,0.38043478260869534,0.5432098765432158,0.548453608247423,0.4411764705882353,0.7786561264822134,0,1
1,0.3913043478260789,0.5555555555555571,0.3340206185567012,0.6194852941176472,0.7984189723320158,0,1
1,0.38043478260869534,0.5555555555555571,0.8879725085910652,0.25735294117647045,0.8063241106719367,0,1
2,0.38043478260869534,0.5432098765432158,0.7573883161512027,0.2941176470588235,0.8142292490118577,0,1
0,0.38043478260869534,0.5555555555555571,0.6804123711340209,0.32352941176470584,0.826086956521739,0,1
1,0.3913043478260789,0.5555555555555571,0.7257731958762887,0.31985294117647056,0.8458498023715414,0,1
0,0.3913043478260789,0.5555555555555571,0.8288659793814435,0.25735294117647045,0.8537549407114624,0,1
1,0.4021739130434767,0.5679012345679055,0.9621993127147768,0.20588235294117638,0.8735177865612648,0,1
2,0.4021739130434767,0.5679012345679055,0.536082474226804,0.4154411764705882,0.8814229249011857,0,1
1,0.4021739130434767,0.5802469135802468,0.270790378006873,0.667279411764706,0.8932806324110671,1,2
1,0.4021739130434767,0.5802469135802468,0.27903780068728534,0.7536764705882354,0.901185770750988,1,2
1,0.3913043478260789,0.5679012345679055,0.5704467353951892,0.36397058823529416,0.9090909090909091,0,1
0,0.36956521739129755,0.5555555555555571,0.6116838487972509,0.42647058823529416,0.0,0,1
1,0.35869565217391397,0.5432098765432158,0.7601374570446735,0.2647058823529411,0.01976284584980237,0,1
2,0.35869565217391397,0.5555555555555571,0.6872852233676978,0.34375,0.02766798418972332,0,1
1,0.35869565217391397,0.5555555555555571,0.5512027491408937,0.43198529411764697,0.03952569169960474,0,1
2,0.35869565217391397,0.5555555555555571,0.21993127147766334,0.693014705882353,0.04743083003952569,0,1
2,0.35869565217391397,0.5432098765432158,0.5883161512027493,0.3713235294117647,0.05928853754940711,0,1
1,0.3478260869565162,0.5555555555555571,0.6982817869415809,0.3658088235294118,0.07114624505928853,0,1
1,0.3478260869565162,0.5432098765432158,0.8810996563573883,0.2959558823529411,0.07905138339920947,0,1
1,0.3478260869565162,0.5308641975308674,0.8742268041237113,0.244485294117647,0.08695652173913043,0,1
1,0.35869565217391397,0.5432098765432158,0.5017182130584192,0.3878676470588235,0.09486166007905138,0,1
1,0.36956521739129755,0.5555555555555571,0.7546391752577319,0.26654411764705876,0.10276679841897232,0,1
1,0.36956521739129755,0.5555555555555571,0.2680412371134022,0.6011029411764707,0.11067193675889328,0,1
1,0.36956521739129755,0.5555555555555571,0.32164948453608244,0.6084558823529412,0.11857707509881422,0,1
1,0.36956521739129755,0.5555555555555571,0.36838487972508593,0.6378676470588236,0.12648221343873517,0,1
1,0.36956521739129755,0.5555555555555571,0.4907216494845361,0.568014705882353,0.13438735177865613,0,1
2,0.36956521739129755,0.5555555555555571,0.59106529209622,0.37683823529411753,0.14229249011857706,0,1
2,0.35869565217391397,0.5432098765432158,0.37938144329896906,0.6488970588235295,0.1541501976284585,0,1
1,0.35869565217391397,0.5308641975308674,0.22817869415807568,0.6470588235294119,0.1660079051383399,0,1
2,0.35869565217391397,0.5308641975308674,0.7051546391752579,0.41727941176470584,0.17391304347826086,0,1
1,0.35869565217391397,0.518518518518519,0.5841924398625431,0.4522058823529411,0.18577075098814227,0,1
1,0.35869565217391397,0.518518518518519,0.4027491408934707,0.604779411764706,0.19367588932806323,0,1
2,0.36956521739129755,0.5432098765432158,0.7216494845360826,0.35110294117647056,0.20158102766798416,0,1
1,0.36956521739129755,0.5555555555555571,0.32439862542955344,0.6893382352941178,0.2134387351778656,0,1
0,0.38043478260869534,0.5555555555555571,0.740893470790378,0.2720588235294117,0.22134387351778656,0,1
2,0.35869565217391397,0.5432098765432158,0.3986254295532645,0.5349264705882353,0.24110671936758893,0,1
1,0.35869565217391397,0.5308641975308674,0.479725085910653,0.5220588235294119,0.25296442687747034,0,1
1,0.36956521739129755,0.5432098765432158,0.36426116838487976,0.7683823529411766,0.2608695652173913,0,1
1,0.36956521739129755,0.5555555555555571,0.5470790378006876,0.37316176470588236,0.26877470355731226,0,1
1,0.36956521739129755,0.5432098765432158,0.6982817869415809,0.3805147058823529,0.27667984189723316,0,1
2,0.36956521739129755,0.5432098765432158,0.27491408934707917,0.8088235294117647,0.2845849802371541,0,1
2,0.38043478260869534,0.5555555555555571,0.5676975945017184,0.4540441176470589,0.2964426877470355,0,1
0,0.38043478260869534,0.5679012345679055,0.7422680412371134,0.2628676470588235,0.308300395256917,0,1
2,0.36956521739129755,0.5679012345679055,0.43024054982817894,0.5275735294117647,0.32806324110671936,0,1
1,0.36956521739129755,0.5679012345679055,0.389003436426117,0.5,0.33992094861660077,0,1
2,0.36956521739129755,0.5679012345679055,0.4494845360824744,0.4761029411764707,0.34782608695652173,0,1
2,0.38043478260869534,0.5679012345679055,0.5567010309278353,0.5330882352941176,0.35968379446640314,0,1
2,0.38043478260869534,0.5679012345679055,0.2721649484536084,0.849264705882353,0.37154150197628455,0,1
1,0.38043478260869534,0.5679012345679055,0.529209621993127,0.4411764705882353,0.38339920948616596,0,1
2,0.38043478260869534,0.5679012345679055,0.4948453608247423,0.4466911764705883,0.3913043478260869,0,1
2,0.38043478260869534,0.5555555555555571,0.4934707903780069,0.33823529411764697,0.40316205533596833,0,1
1,0.38043478260869534,0.5555555555555571,0.4027491408934707,0.6231617647058825,0.4150197628458498,0,1
0,0.38043478260869534,0.5555555555555571,0.39450171821305835,0.5900735294117647,0.4229249011857707,0,1
1,0.36956521739129755,0.5432098765432158,0.6213058419243986,0.40441176470588225,0.4426877470355731,0,1
1,0.36956521739129755,0.5432098765432158,0.8494845360824743,0.2738970588235293,0.450592885375494,0,1
2,0.38043478260869534,0.5555555555555571,0.5704467353951892,0.42095588235294124,0.458498023715415,0,1
1,0.38043478260869534,0.5432098765432158,0.666666666666667,0.3216911764705882,0.4703557312252964,0,1
2,0.3913043478260789,0.5555555555555571,0.2240549828178695,0.6654411764705883,0.47826086956521735,0,1
1,0.3913043478260789,0.5679012345679055,0.4343642611683851,0.5698529411764706,0.49011857707509876,0,1
2,0.3913043478260789,0.5555555555555571,0.597938144329897,0.4283088235294118,0.4980237154150197,0,1
1,0.3913043478260789,0.5555555555555571,0.38075601374570445,0.5,0.5098814229249011,0,1
1,0.3913043478260789,0.5432098765432158,0.9003436426116838,0.244485294117647,0.5177865612648221,0,1
0,0.3913043478260789,0.5432098765432158,0.44398625429553285,0.5974264705882353,0.525691699604743,0,1
1,0.3913043478260789,0.5555555555555571,0.5017182130584192,0.5514705882352942,0.5454545454545454,0,1
1,0.3913043478260789,0.5555555555555571,0.3312714776632304,0.7720588235294119,0.5533596837944663,0,1
1,0.3913043478260789,0.5555555555555571,1.0,0.0,0.5612648221343873,1,3
2,0.4021739130434767,0.5679012345679055,0.448109965635739,0.6213235294117648,0.5691699604743082,0,1
1,0.4130434782608674,0.5802469135802468,0.5855670103092785,0.37683823529411753,0.5810276679841897,0,1
1,0.4130434782608674,0.5802469135802468,0.4934707903780069,0.573529411764706,0.5889328063241106,0,1
1,0.4130434782608674,0.5802469135802468,0.3903780068728524,0.4944852941176472,0.5968379446640316,0,1
1,0.4021739130434767,0.5679012345679055,0.4329896907216497,0.4852941176470589,0.6047430830039525,0,1
1,0.4130434782608674,0.5555555555555571,0.5512027491408937,0.46691176470588247,0.6126482213438734,0,1
1,0.4130434782608674,0.5679012345679055,0.41786941580756043,0.6213235294117648,0.6205533596837944,0,1
1,0.4021739130434767,0.5555555555555571,0.5017182130584192,0.5643382352941178,0.6284584980237153,0,1
0,0.3913043478260789,0.5432098765432158,0.2721649484536084,0.9172794117647061,0.6363636363636364,0,1
0,0.3913043478260789,0.5555555555555571,0.5003436426116838,0.45772058823529416,0.6561264822134387,0,1
2,0.3913043478260789,0.5432098765432158,0.19931271477663226,0.8088235294117647,0.6758893280632411,0,1
1,0.4021739130434767,0.5555555555555571,0.28041237113402073,0.6470588235294119,0.6877470355731224,0,1
2,0.3913043478260789,0.5432098765432158,0.5319587628865978,0.511029411764706,0.6956521739130435,0,1
1,0.3913043478260789,0.5432098765432158,0.3106529209621993,0.5496323529411765,0.7075098814229248,0,1
1,0.3913043478260789,0.5432098765432158,0.3766323024054983,0.6470588235294119,0.7154150197628458,0,1
1,0.3913043478260789,0.5308641975308674,0.5443298969072168,0.38602941176470584,0.7233201581027667,0,1
1,0.3913043478260789,0.5308641975308674,0.3903780068728524,0.6636029411764707,0.7312252964426877,0,1
1,0.3913043478260789,0.5432098765432158,0.40962199312714764,0.5459558823529412,0.7391304347826086,0,1
2,0.3913043478260789,0.5432098765432158,0.4137457044673538,0.7426470588235295,0.7470355731225296,0,1
1,0.3913043478260789,0.5432098765432158,1.0,0.19485294117647042,0.758893280632411,0,1
2,0.38043478260869534,0.518518518518519,0.33951890034364274,0.7426470588235295,0.7667984189723319,0,1
2,0.36956521739129755,0.5061728395061778,0.4948453608247423,0.43933823529411775,0.7786561264822134,0,1
2,0.36956521739129755,0.5061728395061778,0.5525773195876291,0.5386029411764707,0.7905138339920948,0,1
1,0.36956521739129755,0.518518518518519,0.6171821305841925,0.3713235294117647,0.8023715415019762,0,1
2,0.36956521739129755,0.518518518518519,1.0,0.09926470588235278,0.8102766798418972,0,1
1,0.36956521739129755,0.518518518518519,0.5127147766323024,0.4724264705882353,0.8221343873517786,0,1
1,0.38043478260869534,0.518518518518519,0.20893470790378021,0.636029411764706,0.8300395256916996,0,1
1,0.36956521739129755,0.5061728395061778,0.2556701030927835,0.7444852941176472,0.8379446640316205,1,2
2,0.38043478260869534,0.518518518518519,0.4494845360824744,0.41176470588235303,0.8458498023715414,0,1
1,0.36956521739129755,0.5061728395061778,0.5786941580756015,0.3492647058823529,0.8577075098814229,0,1
1,0.36956521739129755,0.5061728395061778,0.49759450171821307,0.41727941176470584,0.0,0,1
1,0.36956521739129755,0.5061728395061778,0.5099656357388316,0.3786764705882353,0.007905138339920948,0,1
1,0.36956521739129755,0.49382716049382935,0.4041237113402061,0.625,0.015810276679841896,0,1
1,0.35869565217391397,0.49382716049382935,0.25841924398625427,0.7573529411764707,0.023715415019762844,0,1
2,0.36956521739129755,0.49382716049382935,0.6240549828178694,0.4007352941176471,0.03162055335968379,0,1
1,0.36956521739129755,0.5061728395061778,0.3106529209621993,0.5055147058823529,0.043478260869565216,0,1
1,0.38043478260869534,0.518518518518519,0.5498281786941583,0.3841911764705883,0.05138339920948616,0,1
2,0.3913043478260789,0.5308641975308674,0.39587628865979374,0.5698529411764706,0.05928853754940711,0,1
1,0.3913043478260789,0.5308641975308674,0.2886597938144331,0.6709558823529412,0.07114624505928853,0,1
2,0.3913043478260789,0.518518518518519,0.32439862542955344,0.5257352941176471,0.07905138339920947,0,1
1,0.38043478260869534,0.5061728395061778,0.3697594501718213,0.5514705882352942,0.0909090909090909,0,1
1,0.38043478260869534,0.5061728395061778,0.2680412371134022,0.573529411764706,0.09881422924901186,0,1
2,0.38043478260869534,0.5061728395061778,0.2872852233676977,0.6764705882352943,0.1067193675889328,0,1
0,0.38043478260869534,0.518518518518519,0.4920962199312715,0.5386029411764707,0.11857707509881422,0,1
0,0.38043478260869534,0.5061728395061778,0.47010309278350526,0.5772058823529412,0.13833992094861658,0,1
0,0.38043478260869534,0.518518518518519,0.3725085910652921,0.5955882352941178,0.15810276679841895,1,1
1,0.38043478260869534,0.518518518518519,0.43161512027491433,0.48345588235294124,0.17786561264822134,0,1
2,0.38043478260869534,0.5061728395061778,0.5030927835051546,0.44485294117647056,0.18577075098814227,0,1
2,0.38043478260869534,0.518518518518519,0.7876288659793818,0.2738970588235293,0.1976284584980237,0,1
1,0.38043478260869534,0.518518518518519,0.5250859106529209,0.4779411764705882,0.20948616600790512,0,1
2,0.38043478260869534,0.5308641975308674,0.4371134020618559,0.4724264705882353,0.21739130434782608,0,1
1,0.3913043478260789,0.5432098765432158,0.5965635738831616,0.46691176470588247,0.2292490118577075,0,1
1,0.4021739130434767,0.5555555555555571,0.4247422680412374,0.46139705882352944,0.23715415019762845,0,1
1,0.4021739130434767,0.5432098765432158,0.6185567010309279,0.30147058823529405,0.24505928853754938,0,1
2,0.4021739130434767,0.5555555555555571,0.6323024054982818,0.42279411764705876,0.25296442687747034,0,1
2,0.4021739130434767,0.5679012345679055,0.6790378006872855,0.38235294117647056,0.26482213438735175,0,1
2,0.4021739130434767,0.5679012345679055,0.6721649484536085,0.3345588235294117,0.27667984189723316,0,1
0,0.4021739130434767,0.5802469135802468,0.6996563573883163,0.3308823529411764,0.2885375494071146,0,1
2,0.4021739130434767,0.5679012345679055,0.38350515463917545,0.49816176470588236,0.308300395256917,0,1
1,0.3913043478260789,0.5802469135802468,0.9113402061855673,0.2316176470588234,0.3201581027667984,0,1
1,0.4021739130434767,0.5679012345679055,0.5718213058419246,0.3970588235294117,0.32806324110671936,0,1
1,0.4130434782608674,0.5802469135802468,0.3876288659793816,0.5165441176470589,0.3359683794466403,0,1
1,0.4130434782608674,0.5802469135802468,0.3573883161512028,0.6268382352941178,0.3438735177865612,0,1
1,0.4021739130434767,0.5802469135802468,0.29415807560137464,0.7389705882352943,0.3517786561264822,0,1
1,0.4021739130434767,0.5679012345679055,0.45773195876288675,0.5551470588235294,0.35968379446640314,0,1
1,0.4021739130434767,0.5679012345679055,0.4219931271477666,0.5441176470588236,0.3675889328063241,0,1
1,0.3913043478260789,0.5679012345679055,0.2694158075601376,0.7573529411764707,0.37549407114624506,0,1
1,0.4021739130434767,0.5679012345679055,0.41786941580756043,0.4283088235294118,0.38339920948616596,0,1
1,0.4021739130434767,0.5679012345679055,0.3697594501718213,0.6433823529411765,0.3913043478260869,0,1
1,0.3913043478260789,0.5555555555555571,0.44398625429553285,0.5937500000000001,0.3992094861660079,0,1
1,0.3913043478260789,0.5555555555555571,0.7395189003436426,0.2720588235294117,0.40711462450592883,0,1
1,0.38043478260869534,0.5432098765432158,0.6034364261168386,0.4908088235294118,0.4150197628458498,0,1
1,0.38043478260869534,0.5308641975308674,0.33539518900343657,0.6158088235294118,0.4229249011857707,0,1
1,0.36956521739129755,0.5061728395061778,0.5195876288659793,0.5165441176470589,0.43083003952569165,0,1
1,0.36956521739129755,0.5061728395061778,0.270790378006873,0.693014705882353,0.4387351778656126,0,1
1,0.35869565217391397,0.5061728395061778,0.5168384879725085,0.31985294117647056,0.44664031620553357,0,1
2,0.35869565217391397,0.5061728395061778,0.3450171821305843,0.5900735294117647,0.45454545454545453,0,1
1,0.35869565217391397,0.5061728395061778,0.4522336769759452,0.5294117647058825,0.46640316205533594,0,1
1,0.3478260869565162,0.49382716049382935,0.3697594501718213,0.5477941176470589,0.4743083003952569,0,1
1,0.3478260869565162,0.48148148148148806,0.3477663230240551,0.7500000000000001,0.48221343873517786,0,1
2,0.3478260869565162,0.48148148148148806,0.3711340206185567,0.5827205882352942,0.49011857707509876,0,1
2,0.3478260869565162,0.46913580246913966,0.20206185567010326,0.6636029411764707,0.5019762845849802,0,1
2,0.3478260869565162,0.46913580246913966,0.2721649484536084,0.9025735294117649,0.5138339920948616,0,1
2,0.3369565217391255,0.46913580246913966,0.4824742268041238,0.4154411764705882,0.525691699604743,0,1
1,0.3369565217391255,0.46913580246913966,0.7202749140893472,0.2849264705882353,0.5375494071146245,0,1
1,0.3260869565217348,0.45679012345679126,0.5525773195876291,0.4191176470588236,0.5454545454545454,0,1
1,0.3260869565217348,0.45679012345679126,0.5498281786941583,0.42279411764705876,0.5533596837944663,0,1
1,0.3152173913043441,0.44444444444444997,0.2570446735395189,0.5698529411764706,0.5612648221343873,0,1
2,0.3152173913043441,0.44444444444444997,1.0,0.10845588235294099,0.5691699604743082,0,1
2,0.3152173913043441,0.4320987654321016,0.2254295532646049,0.8713235294117649,0.5810276679841897,0,1
2,0.30434782608695343,0.4197530864197603,0.38487972508591084,0.729779411764706,0.592885375494071,0,1
1,0.29347826086956275,0.3950617283950635,0.5635738831615122,0.4191176470588236,0.6047430830039525,0,1
2,0.29347826086956275,0.4074074074074119,0.541580756013746,0.4852941176470589,0.6126482213438734,0,1
2,0.30434782608695343,0.4074074074074119,1.0,0.11948529411764694,0.6245059288537549,0,1
2,0.3152173913043441,0.4320987654321016,0.4893470790378007,0.4007352941176471,0.6363636363636364,0,1
1,0.3152173913043441,0.4197530864197603,0.3587628865979382,0.6562500000000001,0.6482213438735177,0,1
1,0.3152173913043441,0.4197530864197603,0.5498281786941583,0.43198529411764697,0.6561264822134387,0,1
2,0.3152173913043441,0.4074074074074119,0.7628865979381443,0.25367647058823517,0.6640316205533596,0,1
1,0.3152173913043441,0.4074074074074119,0.2378006872852234,0.5698529411764706,0.6758893280632411,0,1
2,0.30434782608695343,0.3950617283950635,0.2542955326460481,0.6139705882352943,0.683794466403162,0,1
2,0.29347826086956275,0.3703703703703738,0.42749140893470816,0.8400735294117649,0.6956521739130435,1,3
1,0.29347826086956275,0.3827160493827222,0.4508591065292098,0.5900735294117647,0.7075098814229248,0,1
2,0.29347826086956275,0.3703703703703738,0.2872852233676977,0.6562500000000001,0.7154150197628458,0,1
0,0.28260869565216495,0.3456790123456841,0.29553264604811,0.5845588235294119,0.7272727272727272,0,1
1,0.29347826086956275,0.3703703703703738,0.13745704467353947,1.0,0.7470355731225296,1,3
1,0.29347826086956275,0.3703703703703738,0.6336769759450172,0.39522058823529405,0.7549407114624506,0,1
1,0.29347826086956275,0.3827160493827222,0.8549828178694159,0.2647058823529411,0.7628458498023715,0,1
2,0.30434782608695343,0.3827160493827222,1.0,0.0643382352941175,0.7707509881422925,0,1
2,0.29347826086956275,0.3703703703703738,1.0,0.08455882352941155,0.7826086956521738,0,1
2,0.29347826086956275,0.3703703703703738,0.36838487972508593,0.6507352941176472,0.7944664031620553,0,1
1,0.29347826086956275,0.3703703703703738,0.4041237113402061,0.6507352941176472,0.8063241106719367,0,1
1,0.29347826086956275,0.3703703703703738,0.8288659793814435,0.24632352941176458,0.8142292490118577,0,1
1,0.29347826086956275,0.3703703703703738,0.4646048109965637,0.6286764705882354,0.8221343873517786,0,1
1,0.29347826086956275,0.3703703703703738,0.629553264604811,0.43933823529411775,0.8300395256916996,0,1
1,0.29347826086956275,0.3827160493827222,0.6075601374570447,0.3841911764705883,0.8379446640316205,0,1
2,0.29347826086956275,0.3580246913580325,0.2859106529209623,0.7886029411764708,0.8458498023715414,0,1
2,0.29347826086956275,0.3580246913580325,0.4659793814432991,0.4503676470588235,0.8577075098814229,0,1
1,0.29347826086956275,0.3456790123456841,0.3587628865979382,0.45772058823529416,0.8695652173913043,1,5
2,0.30434782608695343,0.3703703703703738,0.5209621993127147,0.47977941176470584,0.0,0,1
1,0.30434782608695343,0.3703703703703738,0.6515463917525772,0.3216911764705882,0.011857707509881422,0,1
0,0.29347826086956275,0.3703703703703738,0.46048109965635753,0.43198529411764697,0.01976284584980237,0,1
1,0.30434782608695343,0.3703703703703738,0.5498281786941583,0.36948529411764697,0.03952569169960474,0,1
2,0.30434782608695343,0.3827160493827222,0.6323024054982818,0.4558823529411765,0.04743083003952569,0,1
2,0.3152173913043441,0.3950617283950635,0.6130584192439863,0.41727941176470584,0.05928853754940711,0,1
1,0.3152173913043441,0.3950617283950635,0.1512027491408936,0.7573529411764707,0.07114624505928853,0,1
2,0.3152173913043441,0.3950617283950635,0.329896907216495,0.4779411764705882,0.07905138339920947,0,1
0,0.3152173913043441,0.4074074074074119,0.27903780068728534,0.7886029411764708,0.0909090909090909,0,1
2,0.3152173913043441,0.3950617283950635,0.47285223367697604,0.4724264705882353,0.11067193675889328,0,1
1,0.3260869565217348,0.4197530864197603,0.41786941580756043,0.5018382352941178,0.12252964426877469,0,1
2,0.3152173913043441,0.3950617283950635,0.57319587628866,0.39522058823529405,0.13043478260869565,0,1
0,0.3152173913043441,0.4074074074074119,0.541580756013746,0.45772058823529416,0.14229249011857706,0,1
1,0.3260869565217348,0.4074074074074119,0.4824742268041238,0.4430147058823529,0.16205533596837943,0,1
1,0.3152173913043441,0.4074074074074119,0.5951890034364262,0.42279411764705876,0.16996047430830039,0,1
1,0.3152173913043441,0.4074074074074119,1.0,0.018382352941176267,0.17786561264822134,0,1
1,0.30434782608695343,0.4074074074074119,0.8508591065292097,0.2720588235294117,0.18577075098814227,0,1
0,0.30434782608695343,0.4197530864197603,0.35326460481099664,0.5827205882352942,0.19367588932806323,0,1
1,0.30434782608695343,0.4074074074074119,0.5374570446735398,0.3897058823529411,0.2134387351778656,0,1
1,0.30434782608695343,0.4074074074074119,0.5347079037800686,0.42647058823529416,0.22134387351778656,0,1
1,0.30434782608695343,0.4074074074074119,0.4522336769759452,0.5091911764705883,0.2292490118577075,0,1
0,0.30434782608695343,0.4074074074074119,0.3711340206185567,0.5257352941176471,0.23715415019762845,0,1
2,0.30434782608695343,0.3950617283950635,0.3422680412371135,0.4852941176470589,0.2569169960474308,0,1
2,0.29347826086956275,0.3950617283950635,0.23505154639175263,0.7095588235294118,0.26877470355731226,0,1
1,0.29347826086956275,0.3827160493827222,0.809621993127148,0.2996323529411764,0.28063241106719367,0,1
1,0.29347826086956275,0.3827160493827222,0.5676975945017184,0.4283088235294118,0.2885375494071146,0,1
2,0.3152173913043441,0.3950617283950635,0.21718213058419256,0.7647058823529413,0.2964426877470355,0,1
2,0.3369565217391255,0.4197530864197603,0.41099656357388303,0.49264705882352944,0.308300395256917,0,1
1,0.3369565217391255,0.4197530864197603,0.865979381443299,0.3088235294117647,0.3201581027667984,0,1
2,0.3478260869565162,0.4320987654321016,0.38625429553264623,0.6176470588235294,0.32806324110671936,0,1
2,0.3369565217391255,0.4197530864197603,0.4907216494845361,0.4871323529411764,0.33992094861660077,0,1
1,0.3369565217391255,0.4074074074074119,1.0,0.042279411764705704,0.3517786561264822,0,1
1,0.3260869565217348,0.3950617283950635,0.29003436426116846,0.7702205882352944,0.35968379446640314,0,1
1,0.3369565217391255,0.3950617283950635,0.6323024054982818,0.40625,0.3675889328063241,0,1
1,0.3369565217391255,0.4074074074074119,0.4206185567010312,0.7334558823529413,0.37549407114624506,0,1
2,0.3369565217391255,0.4074074074074119,0.5168384879725085,0.4779411764705882,0.38339920948616596,0,1
1,0.3369565217391255,0.3950617283950635,0.30652920962199315,0.6544117647058825,0.3952569169960474,0,1
1,0.3260869565217348,0.3950617283950635,0.24742268041237114,0.7849264705882355,0.40316205533596833,0,1
2,0.3260869565217348,0.3827160493827222,0.24879725085910653,0.7224264705882354,0.4110671936758893,0,1
1,0.3369565217391255,0.3950617283950635,0.7395189003436426,0.30698529411764697,0.4229249011857707,0,1
1,0.3369565217391255,0.3950617283950635,0.6460481099656357,0.36029411764705876,0.43083003952569165,0,1
1,0.3369565217391255,0.3827160493827222,0.3986254295532645,0.5018382352941178,0.4387351778656126,0,1
1,0.3478260869565162,0.3950617283950635,0.8426116838487974,0.27573529411764697,0.44664031620553357,0,1
1,0.3478260869565162,0.3827160493827222,0.2254295532646049,0.8511029411764708,0.45454545454545453,0,1
2,0.3369565217391255,0.3703703703703738,0.5718213058419246,0.3474264705882353,0.4624505928853755,0,1
1,0.3369565217391255,0.3580246913580325,0.44398625429553285,0.536764705882353,0.4743083003952569,0,1
0,0.3369565217391255,0.3456790123456841,0.3161512027491409,0.630514705882353,0.48221343873517786,0,1
1,0.3260869565217348,0.3333333333333357,0.57319587628866,0.3272058823529411,0.5019762845849802,0,1
2,0.3152173913043441,0.3209876543209944,0.423367697594502,0.5643382352941178,0.5098814229249011,0,1
1,0.3152173913043441,0.3209876543209944,0.3986254295532645,0.5330882352941176,0.5217391304347826,0,1
2,0.3152173913043441,0.3333333333333357,0.47010309278350526,0.49816176470588236,0.5296442687747035,0,1
1,0.3152173913043441,0.3333333333333357,0.302405498281787,0.7536764705882354,0.541501976284585,0,1
1,0.3152173913043441,0.3209876543209944,1.0,0.0735294117647057,0.5494071146245059,0,1
1,0.3152173913043441,0.3209876543209944,0.32164948453608244,0.7022058823529412,0.5573122529644269,0,1
2,0.29347826086956275,0.308641975308646,1.0,0.11397058823529396,0.5652173913043478,0,1
1,0.29347826086956275,0.308641975308646,0.3999999999999999,0.5386029411764707,0.5770750988142292,0,1
2,0.29347826086956275,0.2962962962963047,0.32302405498281805,0.5882352941176471,0.5849802371541502,0,1
1,0.30434782608695343,0.308641975308646,0.48522336769759455,0.4871323529411764,0.5968379446640316,0,1
1,0.3152173913043441,0.308641975308646,0.3285223367697596,0.630514705882353,0.6047430830039525,0,1
2,0.30434782608695343,0.308641975308646,0.6680412371134024,0.41360294117647056,0.6126482213438734,0,1
1,0.3152173913043441,0.3333333333333357,0.3903780068728524,0.5643382352941178,0.6245059288537549,0,1
1,0.3260869565217348,0.3333333333333357,0.4948453608247423,0.4503676470588235,0.6324110671936758,0,1
1,0.3152173913043441,0.3209876543209944,0.08522336769759464,0.8602941176470591,0.6403162055335968,0,1
1,0.3152173913043441,0.308641975308646,0.40962199312714764,0.5441176470588236,0.6482213438735177,0,1
1,0.3152173913043441,0.308641975308646,0.42611683848797277,0.6856617647058825,0.6561264822134387,0,1
1,0.3152173913043441,0.3209876543209944,1.0,0.0955882352941175,0.6640316205533596,0,1
1,0.3260869565217348,0.3333333333333357,0.44261168384879745,0.5312500000000001,0.6719367588932806,0,1
1,0.3260869565217348,0.3333333333333357,0.4343642611683851,0.5625,0.6798418972332015,0,1
1,0.3260869565217348,0.3333333333333357,0.5841924398625431,0.44485294117647056,0.6877470355731224,0,1
1,0.3260869565217348,0.3209876543209944,0.37938144329896906,0.5698529411764706,0.6956521739130435,0,1
2,0.3260869565217348,0.3333333333333357,0.37938144329896906,0.6378676470588236,0.7035573122529644,0,1
2,0.3152173913043441,0.3209876543209944,0.5388316151202752,0.3713235294117647,0.7154150197628458,0,1
0,0.30434782608695343,0.3209876543209944,0.49759450171821307,0.536764705882353,0.7272727272727272,0,1
1,0.3152173913043441,0.3333333333333357,0.1951890034364261,0.8860294117647061,0.7470355731225296,1,2
2,0.3152173913043441,0.3209876543209944,0.647422680412371,0.37683823529411753,0.7549407114624506,0,1
1,0.3152173913043441,0.3209876543209944,0.31890034364261166,0.6599264705882354,0.7667984189723319,0,1
2,0.3260869565217348,0.3333333333333357,0.4371134020618559,0.5772058823529412,0.7747035573122529,0,1
2,0.3152173913043441,0.3209876543209944,0.38487972508591084,0.5606617647058824,0.7865612648221343,0,1
1,0.3152173913043441,0.3209876543209944,0.7147766323024056,0.3529411764705882,0.7984189723320158,0,1
